1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;;;;;;;;;;;;;;;;;
Player;Team;Age;GP;W;L;Min;PTS;FGM;FGA;FG%;15:00;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;+/-;OFFRTG;DEFRTG;NETRTG;AST%;AST/TO;AST RATIO;OREB%;DREB%;REB%;TO RATIO;EFG%;TS%;USG%;PACE;PIE;POSS;;;;;;;;;;;;;;;;;;;;;;;;;
Max Strus;CLE;29;50;39;11;25,5;470;165;375;44,2;115;295;38,6;30;35;82,4;55;165;215;160;55;25;10;105;1030;0;0;4,4;120,1;112,2;7,9;15,7;2,93;26,4;4,1;11,8;8,1;9;59,4;60,7;14,3;101,34;8,3;2691;;;;;;;;;;;;;;;;;;;;;;;;;
Gabe Vincent;LAL;28;72;46;26;21,2;461;166;418;40;108;310;35,3;14;22;71,4;22;72;94;101;43;50;14;151;871;0;0;0,7;111,8;110,7;1,1;9;2,39;17,2;1,3;4,5;2,9;7,2;53;53,6;13,1;100,07;3,9;3190;;;;;;;;;;;;;;;;;;;;;;;;;
Jarace Walker;IND;21;75;45;30;15,8;458;173;360;47,2;75;188;40,5;45;68;66,7;23;203;233;113;75;53;23;113;1058;0;0;-1,9;107;112,1;-5;12,9;1,41;19,1;2,1;17,8;9,8;13,5;57,6;59;16,5;103,23;8,7;2544;;;;;;;;;;;;;;;;;;;;;;;;;
Jake LaRavia;SAC;23;66;40;26;20,4;455;158;337;47,5;59;145;42,3;79;112;67,8;92;172;257;158;86;59;20;132;1175;2;0;1,9;115;111,2;3,8;15;1,84;24,9;6,3;12;9,1;13,5;56,4;59,1;14;103,86;8,1;2926;;;;;;;;;;;;;;;;;;;;;;;;;
Jusuf Nurkić;CHA;30;51;18;33;20,8;454;168;352;47,7;31;107;30,5;87;128;66,4;87;311;398;117;97;41;36;128;1229;10;0;-3,6;106,1;115,1;-9;16,7;1,19;18,6;7,7;28,5;18,1;15,7;52,3;55,5;20,2;99,79;11,6;2216;;;;;;;;;;;;;;;;;;;;;;;;;
Joel Embiid;PHI;31;19;8;11;30,2;452;141;315;44,4;23;78;29,9;148;169;88,2;36;120;156;86;63;13;17;42;800;7;1;-3;104;109,5;-5,5;28,6;1,37;15,8;6,2;20,7;13,4;11,5;48,1;58;34,2;99,95;16,9;1200;;;;;;;;;;;;;;;;;;;;;;;;;
Trendon Watford;BKN;24;44;16;28;20,7;449;163;352;46,9;31;88;33;92;123;76,2;35;123;158;114;84;26;13;97;849;1;0;-1,5;105,1;109,4;-4,4;21,1;1,39;19,1;3,8;13,2;8,4;13,8;51;55,7;22,6;97,8;10,1;1867;;;;;;;;;;;;;;;;;;;;;;;;;
Brandon Boston;NOP;23;42;8;34;23,6;449;168;382;43,6;50;139;35;67;84;78,8;29;105;134;92;50;55;8;71;882;0;0;-3,3;108,6;114,8;-6,2;14;1,77;16,3;2,6;10,7;6,5;9,2;50;53,5;19,9;99,87;8,5;2060;;;;;;;;;;;;;;;;;;;;;;;;;
Trey Lyles;SAC;29;69;34;35;19,6;449;159;373;42;83;235;34;55;83;70;83;235;317;83;41;41;21;83;1104;1;0;-1;111,8;113,8;-2;8,4;2,1;15,4;5,6;17,7;11,4;7,3;52,8;55,1;13,9;100,04;8,7;2807;;;;;;;;;;;;;;;;;;;;;;;;;
Ja'Kobe Walter;TOR;20;52;19;33;21,2;447;161;395;40,5;68;187;34,9;68;83;79,5;57;99;161;83;52;42;10;94;874;1;0;-1,6;108,6;111,1;-2,4;10,5;1,62;14,5;4,9;9,2;7;8,9;48,7;52,3;17,9;101,29;6,8;2316;;;;;;;;;;;;;;;;;;;;;;;;;
Justin Edwards;PHI;21;44;11;33;26,2;444;172;378;45,5;70;189;36,3;31;44;69,6;44;101;150;70;48;44;18;97;858;1;0;-6,4;111,6;123,2;-11,6;8,4;1,41;13,3;3,8;9,4;6,5;9,5;54,6;55,9;16,5;99,43;6,2;2391;;;;;;;;;;;;;;;;;;;;;;;;;
Simone Fontecchio;DET;29;75;38;37;16,5;443;150;375;40,2;75;225;33,5;68;83;83,3;53;165;218;68;53;30;15;98;878;0;0;0,2;110,7;109,5;1,2;7,1;1,23;12,3;4;12,7;8,3;10,1;50,4;54,4;15,2;103,26;6,8;2653;;;;;;;;;;;;;;;;;;;;;;;;;
Seth Curry;CHA;34;68;17;51;15,6;442;163;340;47,8;82;184;45,6;34;41;84,6;27;88;116;61;34;27;7;61;741;0;0;-2,5;106,2;114,1;-8;8,7;1,88;13,4;2;8,1;4,9;7,1;59,9;61,6;15,1;99,1;8,3;2194;;;;;;;;;;;;;;;;;;;;;;;;;
Jay Huff;MEM;27;64;37;27;11,7;442;160;307;51,5;83;198;40,5;45;58;78,6;32;96;128;38;32;19;58;77;832;0;0;0,4;111;110,1;0,8;7,7;1,12;9,4;3,9;12;8,1;8,4;64,8;66,6;19,4;106,71;10,8;1668;;;;;;;;;;;;;;;;;;;;;;;;;
Khris Middleton;WAS;33;37;18;19;22,8;440;159;337;47,5;48;133;36,1;70;85;85,7;15;126;137;152;56;33;7;74;903;0;0;1,1;114,1;112,6;1,5;25,1;2,68;26;1,5;13,2;7,6;9,7;54,6;58,8;20,8;104,75;11,4;1845;;;;;;;;;;;;;;;;;;;;;;;;;
Luke Kornet;BOS;29;73;53;20;18,6;438;190;277;66,8;0;0;0;66;95;69,1;190;197;387;117;29;37;73;117;1372;3;0;5,5;121,2;106,3;14,9;11,5;3,77;24,8;13,4;13,9;13,6;6,6;66,8;68,3;11,1;95,87;11,4;2717;;;;;;;;;;;;;;;;;;;;;;;;;
Donovan Clingan;POR;21;67;29;38;19,8;436;181;335;53,9;13;47;28,6;60;107;59,6;214;308;529;74;74;34;107;188;1541;8;0;0;109,9;109,7;0,2;8,1;1,07;14,6;14,4;21,8;17,9;13,7;56;57,4;13,5;101,68;10,5;2801;;;;;;;;;;;;;;;;;;;;;;;;;
Kenrich Williams;OKC;30;69;58;11;16,4;435;173;352;48,3;69;173;38,6;28;41;71,8;62;179;242;97;41;41;7;110;994;2;0;4,8;118,7;104,1;14,5;11,1;2,49;19,2;5,6;14,8;10,2;7,7;57,6;58,7;15,1;101,26;9,3;2379;;;;;;;;;;;;;;;;;;;;;;;;;
Isaiah Stewart;DET;24;72;38;34;19,9;432;173;317;55,9;14;50;32,1;65;86;75,9;130;266;396;122;65;29;101;180;1418;2;0;0,1;109,1;108,6;0,5;12;1,81;22,7;8,6;17;12,9;12,5;58,6;61,6;12,1;101,75;9,6;3036;;;;;;;;;;;;;;;;;;;;;;;;;
Thomas Bryant;IND;27;66;44;22;14,6;429;165;323;50,8;46;145;32,4;53;66;85,9;86;165;251;53;33;26;40;79;990;1;0;-0,6;109,9;113,4;-3,5;7,8;1,77;12,4;8,5;16,9;12,8;7;58,3;61,4;16,2;102,45;11;2071;;;;;;;;;;;;;;;;;;;;;;;;;
Noah Clowney;BKN;20;46;11;35;22,7;419;133;373;35,8;87;262;33,3;69;78;83,8;41;138;179;41;46;23;23;106;787;0;0;-5,7;103;115,2;-12,3;6,3;0,87;8,1;3,7;13,8;8,4;9,3;47,4;51,6;18,5;97,91;6,1;2126;;;;;;;;;;;;;;;;;;;;;;;;;
Jamison Battle;TOR;24;59;21;38;17,7;419;148;348;42,9;106;260;40,5;18;18;88,9;35;124;159;53;30;18;12;94;743;0;0;-3,1;105;113,4;-8,4;7,3;1,96;12,2;3,2;11,7;7,2;6,2;58,1;59;14,7;102,32;7,2;2222;;;;;;;;;;;;;;;;;;;;;;;;;
Jeremiah Robinson-Earl;NOP;24;66;17;49;18,8;416;158;350;45,5;53;165;34,1;46;53;83,6;112;205;317;86;53;40;7;79;1016;4;0;-5;107,2;119;-11,8;10,1;1,73;17,2;8,2;16,6;12,2;10;53,6;56,3;14;100,95;8,7;2595;;;;;;;;;;;;;;;;;;;;;;;;;
Vít Krejčí;ATL;24;57;28;29;20,2;410;143;291;49,7;91;205;43,7;34;46;71,1;23;137;154;148;51;34;29;103;958;1;0;-1,2;109,7;111,6;-1,9;17,5;2,94;28,9;1,9;11,6;6,7;9,8;65,1;66,1;13,1;102,63;8,6;2456;;;;;;;;;;;;;;;;;;;;;;;;;
Zach Collins;CHI;27;64;34;30;15,3;410;154;301;50,7;32;109;30,2;70;77;88,5;102;186;288;109;58;32;32;134;1030;4;0;-0,5;109,4;109,9;-0,4;16,2;1,85;21,9;9,6;17,7;13,6;11,8;56;60,5;16,6;102,77;10,6;2083;;;;;;;;;;;;;;;;;;;;;;;;;
Trayce Jackson-Davis;GSW;25;62;33;29;15,6;409;174;304;57,6;0;0;0;62;99;57,8;124;186;310;105;43;25;37;74;1073;4;0;-1;107,8;111,3;-3,5;16,3;2,31;21,1;11,5;19,2;15,2;9,1;57,6;58,7;16,4;101,53;12;2050;;;;;;;;;;;;;;;;;;;;;;;;;
Moussa Diabaté;CHA;23;71;15;56;17,5;405;170;277;59,6;0;7;0;71;114;59,5;185;249;440;57;64;43;43;107;1207;7;0;-1,7;106,9;110,3;-3,4;6,9;0,92;12,5;13,5;20,9;16,9;13,6;59,6;60,9;13;97,32;11,5;2498;;;;;;;;;;;;;;;;;;;;;;;;;
Gary Payton II;GSW;32;62;36;26;15;403;174;298;57,4;31;93;32,6;25;37;71,1;56;130;186;81;37;50;19;105;918;0;0;0,7;113,5;110,1;3,4;13,2;2,13;19,1;5,6;13,4;9,6;9;62,6;63,5;15,6;102,12;10,4;1963;;;;;;;;;;;;;;;;;;;;;;;;;
Brandon Ingram;TOR;27;18;5;13;33,1;400;155;333;46,5;43;115;37,4;47;56;85,5;16;83;101;94;68;16;11;45;671;0;0;-7,1;107;117,7;-10,7;28;1,35;18;2,7;14;8,3;13,3;53;56;30,5;97,49;12,2;1209;;;;;;;;;;;;;;;;;;;;;;;;;
Day'Ron Sharpe;BKN;23;50;14;36;18,1;395;165;315;52,1;10;45;24,4;55;75;75,7;150;180;330;90;65;40;40;115;1115;4;0;1,3;109,2;107,1;2,1;15,8;1,44;18,1;14,9;20,2;17,4;12,5;53,8;56,8;18,6;97,35;13,4;1852;;;;;;;;;;;;;;;;;;;;;;;;;
Jonathan Mogbo;TOR;23;63;18;45;20,4;391;158;359;43,8;19;69;24,3;63;82;73,2;107;202;309;145;69;57;32;139;1178;3;1;-3,8;103,7;111,9;-8,2;16;2,09;24,1;7,6;15,7;11,4;11,5;46,2;49,6;14,5;102,69;8,3;2743;;;;;;;;;;;;;;;;;;;;;;;;;
Moritz Wagner;ORL;28;30;18;12;18,8;387;141;249;56,2;27;75;36;78;111;71,8;39;108;147;42;48;24;12;54;687;1;0;-0,6;106,1;107;-0,9;13,5;0,86;10,9;6,7;20,1;13,1;12,7;61,6;64,9;25,4;99,97;16,5;1172;;;;;;;;;;;;;;;;;;;;;;;;;
Sandro Mamukelashvili;SAS;26;61;23;38;11,2;384;140;281;50,2;61;159;37,3;43;61;74,1;61;122;189;49;24;18;18;61;769;2;0;-0,5;111,6;112,9;-1,4;10,8;1,85;12,6;8,6;17,6;13,1;6,8;60,9;62,8;20,2;102,07;12,4;1445;;;;;;;;;;;;;;;;;;;;;;;;;
Kelly Olynyk;NOP;34;44;12;32;20,2;383;132;268;50;35;79;41,8;84;110;76,9;62;145;207;128;75;35;18;123;902;2;0;-1,3;110,7;113,4;-2,7;20;1,68;24,4;6,9;15,4;11,2;14,5;56,2;60,9;18,5;100,28;9,8;1858;;;;;;;;;;;;;;;;;;;;;;;;;
Alex Caruso;OKC;31;54;44;10;19,3;383;140;313;44,6;59;167;35,3;43;49;82,4;38;119;157;135;38;86;32;103;1091;0;0;5,9;117,5;102,5;15;17,1;3,7;26,9;3,5;10,8;7,2;7,3;54,1;56,8;14,7;102,7;10,1;2221;;;;;;;;;;;;;;;;;;;;;;;;;
Jonathan Isaac;ORL;27;71;35;36;15,4;383;135;327;41,4;36;149;25,8;71;107;68,2;121;192;312;43;36;64;78;92;1207;2;0;-0,5;105,9;106,6;-0,7;5,6;1,21;9;10;18,8;14,1;7,4;47,4;51,2;15,5;98,62;10,8;2229;;;;;;;;;;;;;;;;;;;;;;;;;
Jaxson Hayes;LAL;25;56;38;18;19,5;381;162;224;72,2;0;6;0;62;101;62,2;78;190;269;56;45;34;50;134;997;2;0;1,6;112,3;109,8;2,5;7,6;1,35;15,8;7,4;16,3;12,1;11,7;72,2;72;12;100,51;9,7;2301;;;;;;;;;;;;;;;;;;;;;;;;;
Talen Horton-Tucker;CHI;24;58;26;32;12,5;377;133;290;45,7;41;122;33,6;70;99;73,5;17;81;99;81;41;23;12;58;679;0;0;0,3;111,4;109,8;1,7;16,2;2,08;18,1;2,5;9,7;6,3;8,7;52,7;56,7;20,8;106,82;9;1607;;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Sasser;DET;24;57;30;27;14,2;376;137;296;46,3;57;154;38,2;46;51;84,3;17;51;68;131;51;34;6;74;724;1;0;0,7;110,4;107,5;2,9;23,9;2,46;26,4;2,1;6;4;10,7;56,1;58,9;18,7;102;9,5;1719;;;;;;;;;;;;;;;;;;;;;;;;;
Precious Achiuwa;NYK;25;57;36;21;20,5;376;165;325;50,2;11;34;27,8;40;68;59,4;103;217;319;57;46;46;40;80;1066;3;0;-0,8;110,2;111,4;-1,2;6,5;1,22;12,1;8,4;18,8;13,5;9,9;51,7;53;14,3;100,16;9,2;2432;;;;;;;;;;;;;;;;;;;;;;;;;
Julian Phillips;CHI;21;79;37;42;14,2;363;126;284;44,6;47;150;32,7;63;79;78,9;63;103;166;40;24;40;24;111;774;0;0;0,4;112,9;111,1;1,8;4,5;1,44;10,1;5,6;8,2;7;7;53,3;57,1;12,6;104;5,5;2427;;;;;;;;;;;;;;;;;;;;;;;;;
Kyle Anderson;MIA;31;61;30;31;16,4;360;140;305;46,9;24;67;35,7;49;67;73,8;55;153;207;146;37;43;31;79;1007;2;0;-0,4;106,1;107,6;-1,5;21,1;3,92;28,3;4,9;14,8;9,7;7,2;51;53,8;15,2;100,06;10,8;2093;;;;;;;;;;;;;;;;;;;;;;;;;
Cody Martin;PHX;29;53;16;37;22,1;360;138;323;41,8;42;148;28,5;42;64;70,5;53;170;223;106;53;58;32;95;996;0;0;-2;108,1;111,3;-3,2;12,8;2,06;20,6;4,1;13,6;8,8;10;48,5;50,9;14,2;101,2;8;2462;;;;;;;;;;;;;;;;;;;;;;;;;
Alec Burks;MIA;33;49;26;23;17,6;358;113;270;42,4;88;206;42,5;39;49;77,6;15;108;123;54;29;29;5;39;662;0;0;2,2;113,5;107,6;5,9;9;1,9;14,7;1,8;11,9;7;7,8;58,7;60,8;16;98,03;8,8;1766;;;;;;;;;;;;;;;;;;;;;;;;;
Caleb Martin;DAL;29;45;17;28;27,1;356;131;306;42,4;36;104;35,9;63;99;62,2;54;126;176;95;54;45;23;86;864;1;0;-3,4;106,5;112,8;-6,3;11,6;1,7;19;4,2;10,5;7,3;11,2;48,5;51,3;14,3;98,64;6,3;2504;;;;;;;;;;;;;;;;;;;;;;;;;
Tidjane Salaün;CHA;19;60;12;48;20,7;354;114;348;33;60;204;28,3;66;96;71,3;72;210;282;72;60;30;12;84;870;2;0;-5,4;99,4;111,2;-11,9;9,2;1,28;14,2;5;16,8;10,6;11,2;41,4;45,7;15;98,5;6,5;2545;;;;;;;;;;;;;;;;;;;;;;;;;
Garrison Mathews;ATL;28;47;21;26;17,6;353;103;259;39,7;85;216;39;66;80;82,1;14;75;89;61;33;28;14;80;639;0;0;-1,3;107,9;111,4;-3,5;10,2;1,94;16;1,5;8,5;4,9;8,2;56,2;60,6;15,3;105,43;6,8;1824;;;;;;;;;;;;;;;;;;;;;;;;;
Jared McCain;PHI;21;23;7;16;25,7;352;127;274;46;51;133;38,3;48;55;87,5;14;44;55;60;37;16;0;37;518;1;0;-1,2;109,3;111,4;-2,1;17,1;1,62;15,2;2,2;7,6;4,8;9,3;55,3;58,9;24,3;98,18;10,6;1210;;;;;;;;;;;;;;;;;;;;;;;;;
Javonte Green;CLE;31;68;24;44;18,5;347;122;286;42,9;48;143;32,6;54;75;72,4;61;156;218;54;34;68;34;95;952;0;0;-3,1;109,1;117;-7,8;5,9;1,75;13,8;4,2;12,2;8,1;7,9;50,9;54,1;11,3;101,97;6,4;2671;;;;;;;;;;;;;;;;;;;;;;;;;
Ryan Rollins;MIL;22;56;30;26;14,6;347;134;269;48,7;50;118;40,8;34;45;80;22;90;106;106;50;45;17;90;756;1;0;1,5;114;108,6;5,4;17,3;1,96;23,3;2,7;9,8;6,5;11,9;57,7;60;17,9;101,74;8,8;1732;;;;;;;;;;;;;;;;;;;;;;;;;
Kevon Looney;GSW;29;76;45;31;15;342;144;281;51,4;0;8;40;53;99;56,6;182;274;464;122;38;46;38;152;1284;2;0;1,5;112,5;106,9;5,6;14,3;3,03;24,7;13,9;22,7;18,1;8,2;51,8;53,5;12,5;100,61;11,4;2386;;;;;;;;;;;;;;;;;;;;;;;;;
Aaron Holiday;HOU;28;62;39;23;12,8;341;118;267;43,7;74;180;39,8;31;43;82,9;12;62;81;81;37;19;12;62;614;0;0;1,4;110,3;103,6;6,7;14,2;2,24;20,5;1,5;7,3;4,4;9,1;57,1;59,4;16,2;103,09;8,2;1689;;;;;;;;;;;;;;;;;;;;;;;;;
Quinten Post;GSW;25;42;26;16;16,3;340;122;273;44,9;71;181;40,8;21;25;77,8;34;113;147;55;34;17;17;84;672;0;0;1;111,5;109,1;2,4;13,1;1,7;14,9;4,9;16,6;10,6;8,8;58,2;59,5;19,7;100,02;9,5;1433;;;;;;;;;;;;;;;;;;;;;;;;;
Bruce Brown;NOP;28;41;15;26;22,5;340;131;308;42,1;29;82;33,3;53;66;81,5;41;123;164;82;41;33;8;70;754;0;0;-5,5;104,8;116,8;-11,9;13,3;2,15;18,3;4;13,4;8,5;8,5;46,4;50,4;16,9;100,19;7,8;1925;;;;;;;;;;;;;;;;;;;;;;;;;
Isaac Okoro;CLE;24;55;44;11;19,1;336;127;270;46,4;55;149;37,1;33;44;71,7;50;83;132;66;22;33;17;105;715;0;0;4,6;122,1;109,7;12,5;7,8;2,96;17,9;4,7;7,2;6;6,1;56,9;58,7;12,4;100,08;5,7;2187;;;;;;;;;;;;;;;;;;;;;;;;;
Adem Bona;PHI;22;58;12;46;15,6;336;133;191;70,3;0;0;0;70;99;67;93;151;244;29;64;23;70;128;893;3;0;-1,9;107,4;114;-6,6;4,3;0,44;8,4;9,7;16,4;13;18,9;70,3;71,4;13,5;100,51;9,3;1900;;;;;;;;;;;;;;;;;;;;;;;;;
Ben Sheppard;IND;23;63;40;23;19,5;334;120;290;41,8;69;202;34,2;25;25;88,9;44;132;176;82;19;38;13;126;806;0;0;-0,9;111,2;113,4;-2,2;8,7;3,86;21;3,5;10,6;7;5,4;53,7;55,5;10,8;102,92;5,5;2636;;;;;;;;;;;;;;;;;;;;;;;;;
Svi Mykhailiuk;UTA;28;38;6;32;20;334;118;300;39,1;68;201;34,5;27;34;80;23;68;91;76;53;19;8;42;581;0;0;-2,8;110,3;117,7;-7,4;14,4;1,46;17,1;2,6;8,5;5,5;11,7;50,7;52,6;19,8;101,83;6,7;1619;;;;;;;;;;;;;;;;;;;;;;;;;
Mason Plumlee;PHX;35;74;33;41;17,6;333;126;200;61,9;0;7;0;81;126;64,8;118;340;451;133;59;30;44;155;1258;2;0;0,7;115,2;115;0,2;13,3;2,27;29,5;9,4;25,3;17,6;13;61,9;64,5;10,5;100,08;9,8;2732;;;;;;;;;;;;;;;;;;;;;;;;;
Tre Jones;CHI;25;46;21;25;19,7;331;129;239;53,8;18;46;39,6;55;69;82,1;32;83;115;193;37;37;9;55;865;1;0;-0,7;112;113,5;-1,5;28,9;5,49;38,9;3,2;8,6;5,9;7,1;57,8;61,7;13,6;103,35;11;1948;;;;;;;;;;;;;;;;;;;;;;;;;
Dalen Terry;CHI;22;73;33;40;13,5;329;117;270;44,8;37;102;35,6;51;66;71;37;88;124;95;51;44;15;117;745;0;0;-2,4;104;111,6;-7,6;13,6;1,83;21,6;3,4;8;5,7;11,8;51,7;54,6;14,2;106,51;5,6;2188;;;;;;;;;;;;;;;;;;;;;;;;;
Tristan Vukcevic;WAS;22;35;7;28;14,6;329;119;242;49,6;39;102;37,3;53;67;77,6;25;105;130;39;42;11;25;56;606;1;0;-3,6;102,6;114,3;-11,7;13,6;0,93;11,1;4,6;18,6;11,6;12;57,4;60,8;25,2;102,79;12,7;1099;;;;;;;;;;;;;;;;;;;;;;;;;
Karlo Matković;NOP;24;42;12;30;18,8;323;134;235;57,4;21;67;31,8;34;42;77,3;63;147;210;46;42;21;42;105;790;4;0;-2,1;109,4;114,1;-4,7;8,3;1,07;13,5;7,9;17,7;12,9;12,6;61,9;63,9;15,5;101,91;9,6;1674;;;;;;;;;;;;;;;;;;;;;;;;;
Dean Wade;CLE;28;59;47;12;21,2;319;112;271;41,3;83;224;36;18;30;53,3;53;201;248;77;24;41;18;100;897;1;0;4,8;120;109,4;10,7;7,3;3,45;20,1;4,1;15;9,7;5,8;56,1;56,3;10,1;101,1;6,7;2639;;;;;;;;;;;;;;;;;;;;;;;;;
DaQuan Jeffries;CHA;27;47;9;38;22,8;315;118;291;40,5;56;165;33,5;24;28;80;38;99;136;52;33;28;24;99;677;0;0;-5,9;106,6;118,2;-11,6;7,3;1,51;13,5;3,3;8,7;6;8,9;50;51,8;13,6;98,04;4,6;2179;;;;;;;;;;;;;;;;;;;;;;;;;
Shake Milton;LAL;28;57;29;28;14,7;314;114;257;45,3;40;108;35,8;46;57;79,7;29;74;103;103;40;23;6;68;638;1;0;-2,1;106,2;113,1;-6,9;18,4;2,55;24,2;3,6;8,6;6,1;9,5;52,8;56,3;16,2;98,81;8,1;1722;;;;;;;;;;;;;;;;;;;;;;;;;
Dereck Lively II;DAL;21;36;21;15;23,1;313;133;191;70,2;0;0;0;47;72;63;104;166;270;86;40;22;58;101;954;8;0;3,4;114,1;106,4;7,7;14,3;2,07;24,3;12,2;18,6;15,5;11,7;70,2;70,4;13,2;100,99;12,4;1746;;;;;;;;;;;;;;;;;;;;;;;;;
Nicolas Batum;LAC;36;78;47;31;17,5;312;101;242;43,7;86;203;43,3;16;23;81;47;172;218;86;31;55;39;109;928;0;0;1,9;110,5;104,7;5,9;8,2;2,47;23;3,4;11,7;7,7;9,3;62,2;63,3;8,7;100,22;6,9;2848;;;;;;;;;;;;;;;;;;;;;;;;;
Jabari Walker;POR;22;60;23;37;12,5;312;120;228;51,5;30;72;38,9;48;72;69;60;150;210;36;36;36;6;90;702;1;0;0,3;108,1;107,6;0,5;7,1;1,09;11,2;7,2;19,8;13,3;10,3;57,6;60,1;15,6;103,86;10,7;1624;;;;;;;;;;;;;;;;;;;;;;;;;
Neemias Queta;BOS;25;62;46;16;13,9;310;130;205;65;0;0;0;43;62;75,4;87;149;236;43;37;19;43;105;800;0;0;2,5;117,4;108,3;9,1;7,6;1,13;14,2;10,5;16,8;13,7;12,7;65;67,4;13,6;95,52;10,2;1717;;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Smart;WAS;31;34;17;17;20;306;102;258;39,3;48;139;34,8;54;71;76,1;17;54;71;109;54;37;10;54;646;0;0;1,2;109,9;107,3;2,6;22,1;2,02;24,1;2,4;6,9;4,7;11,9;48,8;52,9;19,8;107,13;8,6;1520;;;;;;;;;;;;;;;;;;;;;;;;;
Malcolm Brogdon;WAS;32;24;6;18;23,5;305;103;240;43,3;17;55;28,6;82;91;88;22;70;91;98;38;12;5;31;578;2;0;-5;106,5;116,9;-10,4;26,7;2,58;23,5;3,6;11,9;7,7;9,1;46,7;54,4;23,1;103,18;11,3;1215;;;;;;;;;;;;;;;;;;;;;;;;;
Antonio Reeves;NOP;22;44;6;38;15;304;114;246;45,6;53;128;39,5;26;35;80;18;44;62;40;31;22;4;40;484;0;0;-3,4;107,3;117,5;-10,2;8,9;1,3;11,8;2,6;7;4,7;9,1;55,8;57,9;18,3;101,12;7,2;1386;;;;;;;;;;;;;;;;;;;;;;;;;
Orlando Robinson;TOR;24;44;23;21;17,5;304;114;260;44,4;18;53;32,7;53;70;77,1;88;132;220;79;48;18;18;101;730;4;0;-2;104,5;109,2;-4,8;15,2;1,57;18,3;9,7;16,1;12,7;11,6;47,7;51,9;17,7;102,45;8,8;1639;;;;;;;;;;;;;;;;;;;;;;;;;
Andre Drummond;PHI;31;40;12;28;18,8;292;116;236;50;4;20;15;56;92;62,2;108;200;312;36;56;40;20;96;832;5;0;-6,1;103,4;118,9;-15,5;7;0,62;9,4;13,4;28,8;20,5;15,2;50,6;53,5;18,3;98,83;10,9;1543;;;;;;;;;;;;;;;;;;;;;;;;;
Kris Murray;POR;24;69;31;38;15,1;290;117;276;41,9;28;117;22,5;28;55;45,6;76;104;179;69;41;35;14;69;718;1;0;-0,7;106;107,8;-1,8;9;1,58;16,3;6,6;9,6;8,1;10,3;46,8;47,2;13,3;102,7;6,1;2221;;;;;;;;;;;;;;;;;;;;;;;;;
Jeff Dowtin Jr,;PHI;28;41;10;31;15,1;287;111;230;48,7;29;70;40;33;45;73,3;12;49;62;78;16;25;12;29;566;0;0;-2,5;107,6;116,7;-9,2;19,6;5,2;22,8;1,8;7,9;4,7;4,4;54,8;57;17,6;99,32;10,6;1291;;;;;;;;;;;;;;;;;;;;;;;;;
Landry Shamet;NYK;28;50;30;20;15,2;285;105;230;46,1;60;155;39,7;10;20;66,7;10;50;60;25;20;25;0;50;455;0;0;1,8;111,6;106,5;5,1;4,9;1,23;9,4;1,4;6,4;3,9;7,7;59,6;60,1;14,3;99,55;6,2;1583;;;;;;;;;;;;;;;;;;;;;;;;;
Josh Okogie;CHA;26;40;11;29;15,6;284;96;212;44,3;32;92;34,8;64;84;74,1;44;68;112;32;32;48;20;48;636;1;0;-0,3;108,8;109,3;-0,5;8,2;1,06;10,5;6,6;10,8;8,6;9,9;51,9;56,7;18,5;98,69;10;1282;;;;;;;;;;;;;;;;;;;;;;;;;
KJ Simpson;CHA;22;36;3;33;23,4;281;104;302;34,6;32;130;25,4;40;50;82;40;68;108;112;58;32;7;58;644;0;0;-7,7;101;116,4;-15,4;21;2;22,8;4,2;8,1;6;11,4;40;43,7;18,8;99,1;6;1734;;;;;;;;;;;;;;;;;;;;;;;;;
Drew Eubanks;LAC;28;61;25;36;12,2;281;116;195;59,3;0;6;50;49;73;66,2;61;165;226;55;43;12;37;61;744;0;0;-2,1;106,7;114,8;-8,1;11;1,32;16,7;7,8;21,1;14,5;12,7;60,1;62,2;14,9;102,72;11,1;1598;;;;;;;;;;;;;;;;;;;;;;;;;
Jaylin Williams;OKC;22;47;40;7;16,7;277;99;221;43,9;61;155;39,9;24;28;76,7;47;216;263;122;33;24;28;80;888;4;3;6,4;121;103;17,9;19;3,43;30,9;5,9;25,1;15,8;9;57,7;59,4;14,1;102,7;12,4;1678;;;;;;;;;;;;;;;;;;;;;;;;;
KJ Martin;UTA;24;43;11;32;21,2;275;112;202;55,2;13;56;25,9;39;47;78,7;30;95;125;47;26;17;22;99;589;0;0;-3,3;109,3;117,4;-8,1;7,4;2;16,4;3,2;10,3;6,7;8,2;59;61,8;11,2;100,63;6,1;1917;;;;;;;;;;;;;;;;;;;;;;;;;
Brandon Williams;DAL;25;33;15;18;14,8;274;99;188;52,1;23;59;40;56;66;83,3;13;46;59;76;40;23;7;33;508;0;0;0,3;109,5;108,8;0,7;22,8;1,95;22,9;2,5;9,1;5,9;11,7;58,5;63,4;21,8;104,74;11,9;1064;;;;;;;;;;;;;;;;;;;;;;;;;
